birth,death,raw_death,edge_id
0.0,0.0005296022111663131,2.130115069251884e-05,4
0.0,0.0037613168957101543,0.000151284070021903,6
0.0,0.019693265449184868,0.0007920835791773682,3
0.0,0.08254395539204229,0.003320003571530191,0
0.0,0.13116872029207421,0.00527574209128236,5
0.0,0.13256479636122817,0.005331893719995876,2
0.0,0.7989307337099568,0.03213382344866411,19
0.0,0.9253690455427446,0.037219303601261355,8
0.0,1.0746309544572554,0.04322277252077189,18
0.0,1.1335265280665299,0.04559161362853592,17
0.0,1.7482474903028435,0.07031632884754746,16
0.0,2.0463258140136027,0.08230534845068194,12
0.0,2.214236484997519,0.08905888993917688,21
0.0,2.629950425783538,0.10577933617402657,10
0.0,4.534344461226964,0.18237604115676964,14
0.0,7.407513059421785,0.2979378647004813,7
