source,target,edge_id,length,connectivity,shared_points
0,2,0,0.06496601044306015,,
1,2,1,0.002576109075154487,,
2,3,2,0.07634226023802498,,
3,11,3,0.11853635007454416,,
3,4,4,0.0755847125038277,,
4,17,5,0.15144681410854677,,
4,5,6,0.01598026532279692,,
5,6,7,0.004159339571734394,,
5,6,8,0.004159339571734394,,
6,7,9,0.0032744430697835836,,
7,8,10,0.000507779359064986,,
7,8,11,0.000507779359064986,,
8,9,12,0.002480145256205546,,
9,10,13,0.004974666765012958,,
9,10,14,0.004974666765012958,,
10,11,15,0.011574998226118072,,
11,12,16,0.01713540901364996,,
12,13,17,0.0001339455499513864,,
12,13,18,0.0001339455499513864,,
13,14,19,0.06290321530007797,,
14,30,20,0.21204122285246713,,
14,15,21,0.0003567340715616152,,
15,16,22,0.010705109735589913,,
15,16,23,0.010705109735589913,,
16,17,24,0.017260762866999457,,
17,18,25,0.02388115093281712,,
18,19,26,0.014227922526674097,,
18,19,27,0.014227922526674097,,
19,20,28,0.032852562359384885,,
20,22,29,0.010615763702487846,,
20,21,30,0.004084723469540308,,
21,24,31,0.041639481108875054,,
21,22,32,0.006531040232947538,,
22,23,33,0.013450089350964478,,
23,26,34,0.04363392515343889,,
23,24,35,0.021658351524963038,,
24,25,36,0.014931041448068061,,
25,31,37,0.05214146992979307,,
25,26,38,0.007044532180407792,,
26,27,39,0.009684482121157134,,
27,28,40,0.006795013567842845,,
27,28,41,0.006795013567842845,,
28,29,42,0.02015533065054087,,
29,32,43,0.019752627281084623,,
29,30,44,0.008422375813007976,,
30,31,45,3.9735596836454334e-05,,
31,32,46,0.011290515871240192,,
32,33,47,0.014879831618678563,,
33,38,48,0.2574434656717851,,
33,34,49,8.91941381808703e-06,,
34,36,50,0.02758277567383094,,
34,35,51,0.026559442303105474,,
35,37,52,0.015219719855266933,,
35,36,53,0.0010233333707254655,,
36,37,54,0.014196386484541468,,
37,38,55,0.21565538409959462,,
38,39,56,0.16269335491406556,,
