source,target,edge_id,length,connectivity,shared_points
0,1,0,0.0009747358432572649,,
1,3,1,9.128537388610304e-05,,
1,2,2,1.2750625393044166e-05,,
2,4,3,0.0001568888401845441,,
2,3,4,7.853474849305888e-05,,
3,4,5,7.835409169148523e-05,,
4,5,6,7.544342419853103e-05,,
5,7,7,0.00018599293350727718,,
5,6,8,9.719641080355125e-05,,
6,8,9,0.00010358727789788465,,
6,7,10,8.879652270372593e-05,,
7,8,11,1.4790755194158713e-05,,
8,9,12,5.122537604647045e-05,,
9,10,13,2.7356007826229763e-05,,
9,10,14,2.7356007826229763e-05,,
10,11,15,0.00021630734801096315,,
11,13,16,0.0002694861448147923,,
11,12,17,0.00021833808702055309,,
12,14,18,0.0016408741811074345,,
12,13,19,5.114805779423922e-05,,
13,14,20,0.0015897261233131952,,
14,15,21,0.0014775104560014098,,
15,16,22,0.0002791758559619814,,
15,16,23,0.0002791758559619814,,
16,17,24,0.9946625988304086,,
