source,target,edge_id,length,connectivity,shared_points
0,1,0,0.0023648809592447225,,
1,2,1,0.0004919067243026104,,
1,7,2,0.013417307265054459,,
2,4,3,0.0032267695386190383,,
2,3,4,0.0013316504362036194,,
3,8,5,0.012205780449736163,,
3,4,6,0.0018951191024154188,,
4,5,7,0.005544828482848025,,
5,6,8,0.0018008616333751674,,
5,6,9,0.0018008616333751674,,
6,7,10,0.0023529408859096178,,
7,8,11,0.0006120303451879333,,
8,9,12,0.002857881366903632,,
9,27,13,0.061878556543856794,,
9,10,14,0.0002613486430121381,,
10,11,15,0.000239419735723799,,
10,11,16,0.000239419735723799,,
11,12,17,0.005132911153669081,,
12,26,18,0.034470985346641655,,
12,13,19,0.0001948384110826082,,
13,14,20,0.0016825566969891174,,
13,14,21,0.0016825566969891174,,
14,15,22,0.000265912770632825,,
15,16,23,0.002210196533009943,,
15,19,24,0.006302068492553499,,
16,106,25,0.9221571145210888,,
16,17,26,0.0033548246975737585,,
17,18,27,0.0007337190964682022,,
17,72,28,0.812943080278927,,
18,23,29,0.010905847738156102,,
18,19,30,3.328165501595426e-06,,
19,20,31,0.0022786247606990037,,
20,21,32,0.002949423503768457,,
20,99,33,0.8994893376536195,,
21,55,34,0.3477019144187331,,
21,22,35,0.004612274068083247,,
22,23,36,0.0010621972401037988,,
22,92,37,0.8722256302129759,,
23,24,38,0.0016215348528951165,,
24,72,39,0.7996819785914075,,
24,25,40,0.01048338266605834,,
25,26,41,0.003018171883775643,,
25,61,42,0.37312943843362445,,
25,53,43,0.3159878770108188,,
25,38,44,0.1228308350748274,,
26,29,45,0.04106468678233658,,
27,41,46,0.12713240724590885,,
27,32,47,0.08665585679500598,,
27,28,48,0.0008702411064615834,,
28,45,49,0.15240179215403876,,
28,43,50,0.14860595889217013,,
29,30,51,0.06366629044356545,,
29,30,53,0.06366629044356545,,
29,100,52,0.8352375840783917,,
30,38,54,0.015081685965149721,,
31,32,55,0.002224167902279417,,
32,33,56,0.00493675379018127,,
33,34,57,0.002272422233011606,,
33,37,58,0.005390424239754499,,
34,35,59,0.000751504374838452,,
34,36,60,0.0026959393419890287,,
35,51,61,0.17511593138593246,,
35,51,62,0.17511593138593246,,
36,52,63,0.1868541791421967,,
36,37,64,0.0004220626647538639,,
37,39,65,0.001319395795807643,,
38,49,66,0.08134052203273956,,
39,40,67,0.028602925703499094,,
39,40,68,0.028602925703499094,,
40,41,69,0.00022705092166036556,,
41,42,70,0.0011444014504048416,,
42,43,71,0.021199391302318016,,
42,46,72,0.03528967815968967,,
43,44,73,0.002897772782647773,,
44,46,74,0.01119251407472388,,
44,45,75,0.0008980604792208635,,
45,47,76,0.019322539561533486,,
46,47,77,0.009028085966030469,,
47,48,78,0.00033309914125906337,,
48,49,79,0.006451621595688295,,
48,51,80,0.09680479661567687,,
49,50,81,0.03747854891253999,,
50,60,82,0.12164244449265171,,
50,51,83,0.052874626107448586,,
51,52,84,0.01368268272341483,,
52,53,85,0.0077806621598484615,,
53,54,86,0.011389515606118616,,
54,59,87,0.02132229326054047,,
54,55,88,0.00254513297465514,,
55,56,89,0.0007830201082744126,,
56,57,90,0.002072319671978018,,
56,57,91,0.002072319671978018,,
57,58,92,0.009305394800614708,,
58,59,93,0.006616425705018192,,
58,107,94,0.5530912004388229,,
59,60,95,0.01459266463528075,,
60,61,96,0.009837087920865795,,
61,62,97,0.0005430331921382203,,
62,96,98,0.495023659887989,,
62,63,99,0.006100822124241179,,
63,103,100,0.508598831509661,,
63,64,101,0.004520873758289801,,
64,72,102,0.4049044284170556,,
64,65,103,0.017169191832825448,,
65,66,104,0.015135155205201145,,
65,67,105,0.05077328003657333,,
66,70,106,0.2244076882047007,,
66,67,107,0.03563812483137219,,
66,101,108,0.4636054174501554,,
66,100,109,0.4627219281981837,,
67,68,110,0.025250523263675606,,
68,71,111,0.22393061713920748,,
68,69,112,0.034467236555412506,,
69,70,113,0.1290518035542404,,
69,74,114,0.29124748566223857,,
70,71,115,0.060411577029554575,,
71,73,116,0.10158257197437492,,
72,77,117,0.04014214890994072,,
73,78,118,0.026817738571418226,,
73,75,119,0.021923816059540857,,
73,74,120,0.00020153310406867408,,
74,90,121,0.04295952708280737,,
75,76,122,0.000536628234701686,,
75,82,123,0.010678894803476169,,
76,94,124,0.03892732524735787,,
76,77,125,0.0038799487860969872,,
77,78,126,0.0004773454910786956,,
78,79,127,0.0004248190194809931,,
79,80,128,0.00015299658360323765,,
79,91,129,0.01718211055634955,,
80,81,130,0.0036708252876667125,,
80,86,131,0.009829756164013936,,
81,105,132,0.06077973356226263,,
81,82,133,0.0015363314008478568,,
82,83,134,0.0003945038051881289,,
83,84,135,0.0022039814407236458,,
83,102,136,0.05121007370079822,,
84,85,137,0.0009747939096176328,,
84,109,138,0.060186861093746824,,
85,98,139,0.03782148296140542,,
85,86,140,0.0010493203199699597,,
86,87,141,0.0014319382776042389,,
87,104,142,0.04896121344547144,,
87,88,143,0.0036588907230989953,,
88,89,144,0.0006655233284126316,,
