node,x,y
0,0.4993773879780634,0.29920357706620926
1,0.6283695327971709,0.34076524626994414
2,0.6148638821883496,0.3448206994084412
3,0.5773322181784317,0.42516735079075446
4,0.5780093544140475,0.4280111718781998
5,0.5813814541205164,0.4270423816481122
6,0.5519513688321287,0.40845126755508193
7,0.5506566702909476,0.40781689232271084
8,0.5531176757814349,0.35758885273299057
9,0.5847768804780856,0.32448845518252223
10,0.5881269614241817,0.32321666020313583
11,0.5884834218876437,0.32400754071956345
12,0.6209112746196176,0.2959476712115197
13,0.6296020633371411,0.29114209475866887
14,0.6499491282289326,0.5316742923666351
15,0.8938650619006346,0.674822502610701
