source,target,edge_id,length,connectivity,shared_points
0,1,0,0.005802586468276379,,
1,11,1,0.8421983256126404,,
1,2,2,0.05349155066374567,,
2,4,3,0.4187623821628628,,
2,3,4,0.2766919575548763,,
3,4,5,0.14207042460798652,,
3,4,6,0.14207042460798652,,
4,5,7,0.007609976882955005,,
5,10,8,0.3592245735293571,,
5,6,9,0.1776497535340642,,
6,8,10,0.1495076151998207,,
6,7,11,0.08575236422878318,,
7,8,12,0.06375525097103751,,
7,9,13,0.09476891708585744,,
8,9,14,0.031013666114819927,,
9,10,15,0.0010535386806522773,,
10,11,16,0.0031098423737198067,,
11,12,17,0.15182362532440064,,
