birth,death,raw_birth,edge_id
0.5800130203432351,inf,17.361749709103677,60
0.6494698954155939,inf,19.440828692311953,0
0.6734567361680976,inf,20.15883589361694,36
0.7079502697230042,inf,21.191343915261807,7
0.7165490855314122,inf,21.448735529974037,14
0.7189608818992429,inf,21.520928745331208,25
0.7523158171998188,inf,22.519354673613385,38
0.7529751403757974,inf,22.53909044428967,62
0.756256532695419,inf,22.63731360506791,64
0.7603491437003488,inf,22.759819282409886,61
0.7625592750557808,inf,22.825975982469043,59
0.7990200949147859,inf,23.917371531151996,10
0.8072862250507356,inf,24.164804739458784,3
0.8113729907565763,inf,24.28713544724629,2
0.8240170450833151,inf,24.665614720693014,29
0.9288678813128208,inf,27.8041545664531,23
0.9291173519198759,inf,27.811622064746334,37
0.9374591749777886,inf,28.061321017992945,39
0.9435229437908523,inf,28.24283010957158,70
0.9446701926318265,inf,28.27717114422502,68
0.9543051272214016,inf,28.565577295364175,28
0.9784850625952414,inf,29.289364471201157,8
1.0,inf,29.933379252123494,30
1.0123242928431375,inf,30.30228698381136,56
1.0852726535392339,inf,32.48587793034831,21
1.0942326134308085,inf,32.75407980786663,54
1.1549714429057123,inf,34.57219822586898,67
1.178242948751066,inf,35.26879303610596,58
1.234328632209284,inf,36.94762706967535,20
1.2954314079214655,inf,38.77663962842552,66
1.38975997406284,inf,41.6002123730443,24
1.715734037352712,inf,51.35771763585574,16
1.747062695342138,inf,52.2954902369133,12
1.761349823890617,inf,52.72315227417876,35
2.221605536048621,inf,66.50016105916048,18
2.234799925084688,inf,66.89511371017714,48
2.2543435398764853,inf,67.48012014369742,50
2.278017751750439,inf,68.1887693062156,51
2.281676230190658,inf,68.2982799288524,43
2.2958456081189937,inf,68.72241729214794,5
2.2990710420139804,inf,68.81896542817923,44
2.3004618118231974,inf,68.86059586833092,52
2.3025339482201495,inf,68.92262191296301,4
2.329395710182199,inf,69.72668522115332,34
2.3472915406199344,inf,70.26236790067773,46
2.3478882620895427,inf,70.2802297907354,19
2.348034142285085,inf,70.28459647795394,33
2.425191047621488,inf,72.59416338730868,41
2.439629170321585,inf,73.02634518977938,26
2.469725580713748,inf,73.92723245617556,47
2.476701678962858,inf,74.13605065076624,31
2.5423959520778974,inf,76.1025022426113,6
2.8127754474519655,inf,84.19587421964104,42
