node,x,y
0,0.18972365813589456,0.2280478260510304
1,0.1735478426669147,0.3551089678713723
2,0.14652917129255041,0.4837627569903667
3,0.3263750733491839,0.25394652474895063
4,0.32170969651167974,0.352489432701344
5,0.1416104267010378,0.4430275260180949
6,0.3459252667732609,0.334493835865674
7,0.1770471859672286,0.46283784661570065
8,0.1843240801915237,0.4594911499080588
9,0.18730192659811332,0.21000920521866517
10,0.3007882621841509,0.30121260704208835
11,0.45442836324092084,0.2948622305630427
12,0.8129441939726033,0.3710231602294482
13,0.8425642202627341,0.35710828965504365
14,0.16026661523324795,0.15119780791631232
15,0.6277157498172803,0.39153407591353656
16,0.7689723588516969,0.49827891939302454
17,0.5619138659169634,0.6986320813696758
18,0.8925934603828986,0.3286424563148998
19,0.6205384290664873,0.6242907764022564
20,0.7862353368167139,0.3531546339702757
21,0.9019854357161163,0.24860904563422723
22,0.8504720882293129,0.26198543638545196
23,0.8796729254813371,0.2817103550414285
