birth,death,raw_birth,edge_id
0.20155642509578273,inf,0.0019378904216516557,37
0.37937091301429904,inf,0.0036475109053669963,14
0.38912511446442116,inf,0.0037412939418148272,10
0.818526027871251,inf,0.007869824782467144,2
1.0,inf,0.00961462985231426,20
1.0570220317422223,inf,0.010162875580942643,62
1.078531370687058,inf,0.010369679913265206,23
1.2611424133022042,inf,0.01212541749495502,47
1.6739001010803702,inf,0.016093929881639185,6
1.7713750185950272,inf,0.017031115133427477,65
2.272645086699523,inf,0.021850641294296563,12
2.5390098540374035,inf,0.024411639937948093,36
2.875215774550518,inf,0.027644135417838278,44
2.902473012562176,inf,0.027906203672116797,29
2.932424738580782,inf,0.028194178431223627,41
3.7328622592420535,inf,0.0358900889122859,4
4.1464593903761,inf,0.03986667223611884,16
6.861003815450733,inf,0.06596601210087466,32
8.519813655312838,inf,0.08191485470652549,52
11.057492636511254,inf,0.10631369879474623,27
13.361788852122183,inf,0.12846865397793383,57
25.627739190738588,inf,0.24640122627059932,34
