source,target,edge_id,length,connectivity,shared_points
0,1,0,0.0022821006376426106,,
1,61,1,0.012846270428226787,,
1,2,2,0.0007158400081272191,,
2,106,3,0.022053421229389303,,
2,3,4,0.001080689209395286,,
3,98,5,0.019143260356612016,,
3,4,6,0.00011428087518082757,,
4,9,7,0.0006576111114187481,,
4,5,8,0.0002023403422802099,,
5,15,9,0.0006212252287108077,,
5,6,10,0.00026685531148413696,,
6,120,11,0.02340540566537931,,
6,7,12,6.262643992988211e-05,,
7,21,13,0.0005679920145231152,,
7,8,14,0.00011168515349812332,,
8,9,15,1.4103864226395861e-05,,
8,17,16,0.0003365680251744144,,
9,10,17,5.9598931935009314e-05,,
10,11,18,2.8079289804928617e-05,,
10,19,19,0.0003019993978563909,,
11,20,20,0.00035116161924446214,,
11,12,21,1.090164686216432e-05,,
12,14,22,3.603833833742704e-05,,
12,13,23,1.3051378275404958e-05,,
13,14,24,2.2986960062022083e-05,,
13,28,25,0.003000753138872502,,
14,15,26,3.133625263274011e-05,,
15,16,27,0.00015362202128829053,,
16,17,28,2.8876800874585995e-06,,
16,18,29,2.8609016563193278e-05,,
17,18,30,2.5721336475734678e-05,,
18,19,31,1.3412832367647003e-05,,
19,20,32,7.724151119299985e-05,,
20,21,33,3.363155814195898e-06,,
21,22,34,0.00040674848205467153,,
22,54,35,0.008210073008790664,,
22,23,36,9.45901582669684e-05,,
23,24,37,0.0004629773376649401,,
23,97,38,0.017385363412337755,,
24,210,39,0.1035124907427562,,
24,25,40,1.923068014564929e-05,,
25,26,41,0.00015160973264507528,,
25,115,42,0.020729778808794258,,
26,27,43,7.460187909753661e-05,,
26,27,44,7.460187909753661e-05,,
27,28,45,0.0014604231190765721,,
28,29,46,8.15007609061072e-05,,
29,30,47,0.0007265338403737095,,
29,37,48,0.002193899984645687,,
30,202,49,0.09975381762507302,,
30,31,50,8.946727485682066e-05,,
31,42,51,0.002608390404139356,,
31,32,52,0.00022526048115505126,,
32,33,53,0.0001430297260607543,,
32,164,54,0.03768143899515261,,
33,48,55,0.0038341291332300315,,
33,34,56,0.00029715045956541473,,
34,211,57,0.10058216050045692,,
34,35,58,7.617113225355868e-05,,
35,36,59,0.0003853637185282574,,
35,83,60,0.011099527428092379,,
36,37,61,0.0002509233518521205,,
36,201,62,0.09844816618535814,,
37,38,63,8.374771230697589e-05,,
38,39,64,9.907896081236961e-06,,
38,106,65,0.014729307189785663,,
39,40,66,0.0001186545987382874,,
39,94,67,0.012514438918527788,,
40,41,68,0.0003393966371399333,,
40,207,69,0.09916002345920537,,
41,57,70,0.0034268465412428326,,
