node,x,y
0,0.7062838567478403,0.16175562140233274
1,0.23737702772778235,0.4897136973672502
2,0.23171487879343117,0.49268554219319244
3,0.2032340014344575,0.5353502406223376
4,0.17979256386928255,0.5368329084064983
5,0.15145696942383877,0.5319508603318699
6,0.14481982117073391,0.5116223295796039
7,0.14535634260523925,0.5061603685678311
8,0.1445479792064295,0.4936712883478331
9,0.14465088657033917,0.48512427064825775
10,0.1415295474886281,0.460344339200439
11,0.139417613450148,0.4220673273321783
12,0.13791824217776028,0.41607507663947035
13,0.13804994743808377,0.41485115026973807
14,0.13663637472160647,0.4028151009544091
15,0.13535869358270075,0.38956490731205046
16,0.13222460476724934,0.3573811633130095
17,0.13032049820843056,0.3415877631472509
18,0.12735997856568923,0.32798720649758717
19,0.1270369387211802,0.32568589868780584
20,0.12741508714719318,0.32246910769890946
21,0.12420906804713555,0.31111173427260586
22,0.1189361340685388,0.276925311286975
23,0.11591440810422313,0.26056878173081804
24,0.11568155605209794,0.2574509102714163
25,0.11247244287760162,0.2478544559683532
26,0.10389383994626641,0.22457326812188427
27,0.10638985085759052,0.2242568688837828
28,0.11427180954746607,0.22711186785408768
29,0.12477889876941055,0.22547606999849903
30,0.13111673365698828,0.216898289598731
31,0.13847394685447198,0.21470188273144145
32,0.13967416873892619,0.21501814403743758
33,0.13998354423697398,0.2151744045205967
34,0.13317124942010386,0.22211663580298427
35,0.132403490816058,0.2243262929512552
36,0.13266101470625746,0.22176377062627317
37,0.12485152577822985,0.22700046837223029
38,0.12305855508082911,0.23389486691448616
39,0.32107224067858287,0.11056366307442361
40,0.08529820369892496,0.23609536107320683
41,0.08798057052903457,0.24266800557039134
42,0.0878771871151526,0.2700028938542481
43,0.24738539800685053,0.41756680158152315
44,0.08094601133331787,0.2830496229278335
45,0.08367166011223319,0.23568273971426612
46,0.10156297227759968,0.23900030475788692
47,0.1173498109858756,0.23543757971305318
48,0.12373357416288126,0.21067629822345565
49,0.13079736906794667,0.20299351020376455
50,0.13077684890856206,0.22214444934543415
51,0.15324327136724425,0.1539857936156651
