node,x,y
0,0.3306204778663986,0.8080873343125391
1,0.36156605902434,0.19357358609173783
2,0.37904999975918874,0.11008131979678398
3,0.4044638537636674,0.1985802927093556
4,0.3857913521846268,0.216418789522424
5,0.3726162217265405,0.35347384498832435
6,0.432645991180162,0.36806769322223803
7,0.3600599310900983,0.432388781552317
8,0.3096424810951294,0.5285597946236613
9,0.32213035958009106,0.5063067177465479
10,0.35292939138065105,0.4775266091695194
11,0.36242379132767283,0.3370375015358802
12,0.4394046083592268,0.3958008347996688
13,0.43909238021456015,0.41277750227062415
14,0.4991714874773864,0.347637776969248
15,0.33421815260250837,0.4348648656007735
16,0.374938513836408,0.46495208635749535
17,0.4766652567136632,0.3972899520491152
18,0.5263345827736234,0.3301116340147084
19,0.3320821227488684,0.4527391315088928
20,0.4418667637517934,0.473789418454432
21,0.3199895860335643,0.5961997441835208
22,0.35561792800411945,0.6121727798167658
23,0.35958122923618946,0.4769862617975825
24,0.32359630404016015,0.4792781976031654
25,0.3080175569538276,0.6007391442587092
26,0.5036952621089928,0.6096584627756421
27,0.3032833664011151,0.694835027654668
28,0.4793181357378992,0.6615360341399685
29,0.3041461736093,0.6760765785207696
30,0.4140616717126881,0.7051711964214524
31,0.3019189287405403,0.6041415269240997
32,0.4496265261361296,0.6313952927464999
33,0.37513103053483965,0.5192185903825643
34,0.3522626716096262,0.65651670795281
35,0.36098812724129986,0.6866970894835012
36,0.4303091312960673,0.49459724579048797
37,0.3101577091420757,0.5516247433871063
38,0.39782333091365096,0.6430021398378248
39,0.33354397731710905,0.6955117081857335
40,0.4093018658683361,0.5996669927332644
41,0.29874205103352336,0.6602142975250515
42,0.45454454015218737,0.7897956367018765
43,0.37088554800240864,0.7564617066297857
44,0.5143093853509453,0.6781606660083068
45,0.4595940056703859,0.7422563660369047
46,0.5007351377622226,0.7736486922077076
47,0.46678963798859735,0.8102569344126421
48,0.3512200983381207,0.7494915420791489
49,0.4875763513637767,0.7633983481691903
50,0.3809369343671132,0.65562485417417
51,0.41372369604454007,0.7268632857948171
52,0.33390648609686446,0.6447481471491947
53,0.4904743038478918,0.7605088282686143
54,0.45409320538519365,0.7780310975203584
55,0.4300065190097514,0.6778118283870547
56,0.47916892466993544,0.7720078382669033
57,0.51080945514652,0.8363715726114229
58,0.4474126391572414,0.6670652130590741
59,0.4667355266923201,0.8180505114980094
60,0.4203110624078616,0.8206233519728005
61,0.4960614335581077,0.8166196842564656
62,0.445069895938143,0.813339584687598
63,0.525631406574372,0.8064655752286002
64,0.4827653111971907,0.8314477047037611
65,0.5037435639588658,0.19604344514751337
66,0.4686022428403979,0.19432740443621904
67,0.5421242766120123,0.14232752744062638
68,0.5435237456682538,0.2994542521861298
69,0.5124954019913561,0.2598213025019341
70,0.5539402277894869,0.35414132402566295
71,0.5477132052982558,0.5099468228220789
72,0.5148748439217293,0.4041673468194264
73,0.5484188628863945,0.3350891513367246
74,0.6296141857670361,0.3220560813751788
75,0.19876191955427688,0.23449556707093874
76,0.5990299627335246,0.6019349728101799
77,0.5763656519838153,0.5919209198364915
78,0.48753349906326837,0.6853746703519217
79,0.5028128573006728,0.6775381531290311
80,0.587809727113724,0.7657116049010391
81,0.4812381297331174,0.780647629933784
82,0.5891412820694254,0.7395153225605263
83,0.48486128940279644,0.8329678058956693
84,0.48582490991802635,0.8477544613079621
85,0.4872504364875074,0.7910178443191502
86,0.4979244995158236,0.7324806951260796
87,0.5175324380632809,0.8029904389259626
88,0.4940436790118366,0.8101127240241699
89,0.6264231040557467,0.7990969027453976
90,0.49271716564247875,0.6905209169388531
91,0.5097544041286001,0.712952583555562
92,0.5223271477417818,0.7681954154282368
93,0.6199861564936456,0.8551685097811397
94,0.5980490423859925,0.8036412025985675
95,0.4800949856467667,0.8436477381036085
96,0.5221945743918728,0.8266415176007776
97,0.49304988865816,0.8297398099077911
98,0.6342343491012846,0.8054050546910917
99,0.4905922517280287,0.8327602731986604
100,0.5608972634405957,0.804894691187726
101,0.6412913047696833,0.3162908580008031
102,0.7622332898158559,0.3550618016394575
103,0.6643950170398574,0.32078286945150475
104,0.7848789707322672,0.44654576260376716
105,0.6613759878107994,0.49002061627118676
