birth,death,raw_death,edge_id
0.0,0.34252182841382345,16.312207983899953,5
0.0,0.3637781531080678,17.324515990637863,75
0.0,0.3732906101640257,17.777535813208797,112
0.0,0.3970903621673249,18.910971619156946,74
0.0,0.41374901338738806,19.704320716618298,7
0.0,0.4438726275377432,21.138923181292967,16
0.0,0.44436071636452584,21.1621678500896,9
0.0,0.5691698275878228,27.106058170855956,59
0.0,0.6080349363381196,28.956964258177738,39
0.0,0.6342452611095182,30.20520081868117,111
0.0,0.6588154311604235,31.375326897728993,81
0.0,0.6864784715500273,32.692747368102815,94
0.0,0.7126131311121106,33.9373804600705,20
0.0,0.7175001854349731,34.17012079931346,32
0.0,0.7582493857505206,36.11075457965674,45
0.0,0.7692172179304139,36.63308496799853,101
0.0,0.791652601782943,37.70154431056321,120
0.0,0.8024705117348723,38.21673482529377,50
0.0,0.8785105794964316,41.838055563246314,29
0.0,0.9039536459487062,43.04975232908356,38
0.0,0.9182792794121288,43.731994140178124,62
0.0,0.9270386059491221,44.14914698831048,76
0.0,0.9428500166767669,44.90214723212735,89
0.0,0.9497924621353917,45.232773209345794,108
0.0,0.9851678418808427,46.91748496797878,139
0.0,0.9915123527831029,47.21963499991412,41
0.0,1.0160034050801094,48.385993186962786,137
0.0,1.0182121990519082,48.49118445850428,55
0.0,1.1065236571150354,52.69691604051241,34
0.0,1.114497481408001,53.076660248045904,27
0.0,1.206613109682039,57.46356105939601,43
0.0,1.2122511942353829,57.732068349255044,115
0.0,1.222515905081274,58.22091339305317,118
0.0,1.6111535674600148,76.72933491017614,48
