source,target,edge_id,length,connectivity,shared_points
0,1,0,0.07681602274126674,,
1,2,1,0.0035409080571875418,,
1,2,2,0.0035409080571875418,,
2,3,3,0.019476589863945196,,
3,4,4,0.2060306322357055,,
3,4,5,0.2060306322357055,,
4,5,6,0.009862870367884913,,
5,6,7,0.010959867179108351,,
5,6,8,0.010959867179108351,,
6,7,9,0.023278389498554986,,
7,8,10,0.025263544711677688,,
7,8,11,0.025263544711677688,,
8,9,12,0.0687486704573691,,
9,16,13,0.3972835188644326,,
9,10,14,0.06948836719273255,,
10,12,15,0.05414956445566821,,
10,11,16,0.007077612233710173,,
11,15,17,0.2392023087108851,,
11,13,18,0.08396358937134529,,
12,14,19,0.09789799183847558,,
12,13,20,0.03689163714938726,,
13,14,21,0.06100635468908833,,
14,15,22,0.09423236465045148,,
15,16,23,0.08151523072710476,,
16,17,24,0.15869617756705323,,
