source,target,edge_id,length,connectivity,shared_points
0,18,0,4.287334332101832,,512
0,45,1,2.1216745664315466,,431
0,47,2,6.416157385965681,,381
1,37,3,6.203823076708738,,744
1,41,4,4.544348863789837,,2332
1,44,5,4.754973465232227,,818
1,55,6,4.664257331462385,,1462
1,5,7,3.1711592091518614,,1724
1,13,8,8.915850091249782,,301
1,15,9,7.436348713488909,,954
1,16,10,8.00971402457695,,371
3,37,11,15.820867376840479,,7
3,42,12,2.910821087841475,,6
3,56,13,3.7077467672541444,,9
4,55,14,17.64184941937959,,3
4,14,15,7.375893941998475,,1
5,41,16,5.799998694910686,,818
5,44,17,4.025810582822666,,1018
5,15,18,7.934370209672577,,372
5,16,19,7.077891018921011,,567
6,45,20,8.539518813190828,,21
6,47,21,7.379096344295037,,21
6,7,22,5.529561260995652,,22
7,45,23,9.714376550622104,,24
7,47,24,6.318451380643388,,853
7,51,25,6.878113294715339,,567
7,10,26,3.3336021164979357,,1010
7,17,27,7.016394303223436,,178
7,21,28,8.447960379984808,,157
8,47,29,20.77636697244145,,11
8,51,30,21.148035380657088,,3
8,10,31,20.934419621273726,,4
9,48,32,1.499468252568061,,7
9,51,33,19.934306431317566,,2
9,10,34,19.893478072473748,,2
10,47,35,7.7745831947205835,,569
10,48,36,19.780919392645405,,2
10,51,37,6.668078305740249,,1285
10,55,38,8.442606502221599,,320
10,56,39,19.083337535072076,,2
10,13,40,4.792685380180978,,734
10,14,41,18.241498496513643,,3
10,17,42,6.846740067939685,,150
10,21,43,6.835030279794081,,565
10,22,44,8.478887340365828,,204
11,47,45,14.730127667398785,,1
11,51,46,14.332542852153393,,2
11,13,47,14.267346696924099,,1
12,13,48,16.75766799924848,,1
12,22,49,15.11910361098243,,1
13,51,50,8.372167118577822,,319
13,55,51,7.38733581935388,,906
13,15,52,4.608159154650782,,699
13,21,53,7.55494093805349,,202
13,22,54,6.564395259761575,,544
13,23,55,7.9553638007899465,,179
14,51,56,18.699444066976866,,1
14,55,57,18.430719686490935,,4
15,55,58,8.493242183877774,,300
15,16,59,3.534262421182507,,772
15,22,60,7.981410685791894,,178
15,23,61,6.386344849443862,,505
15,24,62,7.245028356422889,,184
16,23,63,7.2700350128832385,,185
16,24,64,6.2361219084913175,,285
17,21,65,3.487811467642785,,227
17,25,66,9.116231011172971,,8
17,27,67,8.881802963874184,,13
18,35,68,4.2914577693171,,1071
18,45,69,4.324889209124096,,380
18,47,70,3.6624184311102574,,1965
18,51,71,5.54239361788811,,815
19,35,72,17.089502416906765,,14
19,46,73,8.113791768405674,,2
19,47,74,17.140034401246186,,18
19,51,75,17.537102063313128,,13
20,35,76,14.96837491307443,,7
20,47,77,16.538380516259974,,8
20,51,78,16.33272678294296,,7
21,22,79,4.14370853575688,,350
21,25,80,9.049358200330479,,8
21,27,81,7.581045270368077,,102
21,28,82,16.833139279909183,,4
21,30,83,8.254689846123094,,52
22,23,84,4.734151541506407,,266
22,27,85,8.281942523493207,,51
22,28,86,16.670914632178125,,2
22,29,87,18.30977149008442,,1
22,30,88,7.176195797700495,,125
22,31,89,17.02907390390411,,2
22,32,90,9.18775003071168,,27
23,24,91,3.6743504065660986,,272
23,30,92,8.588637072189528,,28
23,32,93,7.785378695166972,,79
23,33,94,9.969731813706963,,18
24,32,95,8.564474807502522,,18
24,33,96,9.158972218017398,,25
25,27,97,4.114490668372493,,11
26,27,98,9.936319173375063,,4
26,34,99,2.906067112306419,,3
26,36,100,4.898162591738443,,3
27,30,101,3.4847038995121786,,70
27,34,102,10.808941525024274,,3
27,36,103,8.746659454052025,,7
29,31,104,2.083953908461109,,4
30,32,105,5.032005251258119,,36
30,36,106,9.560630628303652,,2
32,33,107,4.399597229595629,,28
34,36,108,4.630066634110506,,3
35,37,109,4.645725195870643,,1138
35,39,110,13.792928151485667,,3
35,47,111,5.782596121435478,,840
35,51,112,4.436317806415954,,2165
35,55,113,5.630663817669658,,685
35,56,114,16.792082451521885,,12
37,41,115,4.2362181930855956,,1632
37,42,116,15.589474962093115,,6
37,51,117,7.300333431759006,,696
37,55,118,4.958139109970339,,1990
37,56,119,16.21812356351848,,33
39,51,120,14.752877544065246,,3
41,44,121,3.357498341215152,,1372
41,55,122,6.707705864407558,,737
42,56,123,5.426807987945524,,6
45,47,124,5.22764477122942,,492
46,47,125,20.1049220222221,,9
47,51,126,3.744799959173484,,2079
48,51,127,19.720198964529555,,3
50,54,128,2.319870773032961,,3
51,55,129,4.621346281098292,,1427
51,56,130,17.193810912171514,,23
