node,x,y
0,0.021296793537791087,0.21492560523895393
1,0.025892222376311707,0.24282744907353374
2,0.026762163714980376,0.2526304498881156
3,0.027028144070411857,0.25536286154282534
4,0.027297592311704037,0.2562532476342033
5,0.028006249644840834,0.25882736644618554
6,0.028036543671112545,0.2593677553620923
7,0.028940232100132506,0.2618512947784756
8,0.09742356093517322,0.3669358051109519
9,0.33395031425726424,0.46015611382501054
10,0.3730565704401324,0.4543209385184861
11,0.40373938497307227,0.3859580516824013
12,0.5356593008262326,0.4052100805438762
13,0.550907808719773,0.4014350655134632
14,0.9573003071953928,0.27998850299305095
15,0.9580544449505949,0.27970588005373814
16,0.9721244747380382,0.2730470309748694
