birth,death,raw_death,edge_id
0.0,0.01899790956466976,0.35840256793329106,71
0.0,0.09048965619159724,1.7071207250497742,12
0.0,0.10719797361789825,2.0223292931844092,47
0.0,0.12292546640538661,2.3190342429053405,11
0.0,0.13708754259299435,2.5862070313443803,37
0.0,0.1395722909520963,2.6330827251957873,67
0.0,0.16744820912368535,3.15897219857109,74
0.0,0.16963366080773062,3.2002015503052723,16
0.0,0.21397929634710983,4.036798313746261,17
0.0,0.22663742093244876,4.275598500743775,62
0.0,0.2547971575515885,4.806842313768014,31
0.0,0.3072003528089883,5.795447911885472,3
0.0,0.3134724653162386,5.9137736266865115,68
0.0,0.4188854175762532,7.902427833867193,32
0.0,0.4288211906914552,8.08986985672603,14
0.0,0.5159419935875799,9.733435922355103,4
0.0,0.5407700989454434,10.20182728335647,54
0.0,0.5591600179661002,10.548759885527916,20
0.0,0.6115059688944364,11.536285548273215,59
0.0,0.6896485277036608,13.010473729176425,8
0.0,0.773005563595122,14.583034942667311,49
0.0,0.8130947797224343,15.339332784677342,21
0.0,0.9932026790841435,18.73713470686106,65
0.0,1.0,18.865368671920045,45
0.0,1.1303543280120871,21.324551127848462,50
0.0,1.167298429626384,22.02151522505505,27
0.0,1.1727192573747187,22.12378113903436,42
0.0,1.2281043689500402,23.168641687838225,28
0.0,1.2643356081839898,23.852157373427218,52
0.0,1.2985041198230587,24.496758942469043,73
0.0,1.3554938090182205,25.57189043963391,41
0.0,1.3587208422911945,25.632769612045117,0
0.0,1.3874492580020656,26.17474176579088,1
0.0,1.3885152616167398,26.19485231698731,64
0.0,1.526032691629767,28.789169332998032,25
0.0,1.667458091074244,31.457211633091646,26
0.0,1.9452910549165348,36.69863292518869,43
